year,quarter,store,net_sales_total,number_orders_total,delivery_sales,delivery_orders,dine_in_sales,dine_in_orders,to_go_sales,to_go_orders,pick_up_sales,pick_up_orders,discounts,percent_discount,ticket_average,web_app_net_sales_online,web_app_number_orders_online,web_app_ticket_avg_online,online_percent_online,number_on_time_deliveries,number_late_deliveries,x3rd_party_sales_total,x3rd_party_orders_total,dd_sales,dd_orders_door_dash,ue_sales,ue_orders,quarter_label,period
2023,4,Chambers,341173.13,12087,110124.58,2981,0,0,12367.94,750,218680.61,8356,26173,7.7,28.23,167193.06,5594,29.89,49,2206,717,6270.4,157,23.69,1,6246.71,156,Q4,2023 Q4
2023,4,Cherokee,300774.36,11016,168613.95,5219,0,0,24831.11,1398,107329.3,4399,28074.26,9.3,27.3,155685.04,5130,30.35,51.8,4322,788,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Chesterfield - Clarkson,329120.84,10713,160035.89,4441,18215.07,899,17954.95,1026,132914.93,4347,35841.31,10.9,30.72,166066.46,4517,36.76,50.5,2466,1616,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Chesterfield - Wildhorse Creek,76287.61,2026,31566.56,560,0,0,7944.82,412,36776.23,1054,5239.75,6.9,37.65,36444.2,800,45.56,47.8,273,227,0,0,0,0,0,0,Q4,2023 Q4
2023,4,City Plaza,247213.51,8984,112533.35,3088,0,0,57058.74,3006,77621.42,2890,26513.24,10.7,27.52,67156.61,2032,33.05,27.2,1855,1179,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Clayton,279645.75,7940,163090.32,3679,0,0,14761.56,919,101793.87,3342,18470.11,6.6,35.22,175222.16,4488,39.04,62.7,2732,610,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Collinsville,429647.36,15227,187147.89,5091,37395.87,1778,43128.57,2510,161975.03,5848,41665.95,9.7,28.22,208962.49,6226,33.56,48.6,4248,724,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Columbia IL,405218.31,13517,152310.16,4015,42672.93,2102,10648.28,651,199586.94,6749,53572.64,13.2,29.98,194865.67,5561,35.04,48.1,3251,563,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Columbia MO,268802.86,8965,117988.1,3170,18002.66,751,20679.76,1235,112132.34,3809,27147.3,10.1,29.98,153101.05,4613,33.19,57,2122,888,193.92,7,193.92,7,0,0,Q4,2023 Q4
2023,4,Crestwood,287635.76,10093,119635.17,3426,18992.8,1049,14264.84,979,134742.95,4639,28480.86,9.9,28.5,166368.6,4895,33.99,57.8,2784,454,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Creve Coeur East,291635.63,9037,160330.64,3763,11660.21,693,21825.98,1178,97818.8,3403,33374.31,11.4,32.27,162076.74,4154,39.02,55.6,2353,1110,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Creve Coeur West,277136.08,8828,136707.59,3201,15793.07,834,20233.32,1156,104402.1,3637,29114.85,10.5,31.39,164760.29,4430,37.19,59.5,2042,909,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Desloge,194927.43,6999,61171.37,1757,8145.94,340,17042.66,1124,108567.46,3778,51715.29,26.5,27.85,76421.86,2319,32.95,39.2,1080,603,0,0,0,0,0,0,Q4,2023 Q4
2023,4,De Soto,205898.64,6382,45893.84,1180,35464.93,1178,13562.16,684,110977.71,3340,14720.12,7.1,32.26,92194.45,2471,37.31,44.8,933,214,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Des Peres,311921.41,8669,181330.57,4400,0,0,10186.45,616,120404.39,3653,30911.63,9.9,35.98,184662.03,4671,39.53,59.2,2773,1221,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Downtown - 4th St,338070.4,11379,180550.17,4687,16705.86,729,39240.48,2164,101573.89,3799,27331.19,8.1,29.71,163511.78,4565,35.82,48.4,2509,1876,16283.76,474,0,0,16283.76,474,Q4,2023 Q4
2023,4,Downtown - Delmar,565041.82,22381,177895.62,5049,62980.04,2876,75160.6,4448,249005.56,10008,65614.29,11.6,25.25,231116.64,7903,29.24,40.9,2524,2245,15692.05,471,56.1,2,15635.95,469,Q4,2023 Q4
2023,4,Edwardsville,349229.69,11127,119872.28,3038,60678.68,2453,18702.51,1011,149976.22,4625,46570.09,13.3,31.39,189005.79,5170,36.56,54.1,1611,1233,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Elm Street,282540.59,8855,107092.17,2532,12840.14,584,22543,1164,140065.28,4575,27920.72,9.9,31.91,150982.91,4155,36.34,53.4,1557,862,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Eureka,228617.45,6822,111348.22,2847,16170.5,659,12082.01,667,89016.72,2649,23043.94,10.1,33.51,137476.42,3680,37.36,60.1,1881,809,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Fairview Heights,326777,12086,114501.49,3029,20238.4,877,39121.18,2180,152915.93,6000,40348.21,12.3,27.04,145249.41,4473,32.47,44.4,2185,739,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Farmington,251868.38,9049,90134.97,2679,4084.73,178,25587.49,1442,132061.19,4750,51615.61,20.5,27.83,132430.81,4155,31.87,52.6,2257,291,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Fenton - Fiedler,336694.96,10327,186982.08,4857,0,0,9750.98,656,139961.9,4814,24377.24,7.2,32.6,193551.38,5274,36.7,57.5,3670,966,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Ferguson,363448.92,12799,194579.29,5841,0,0,32692.15,1684,136177.48,5274,45853.45,12.6,28.4,149018.74,4835,30.82,41,3652,2121,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Festus,540867.12,18023,237586.38,6309,59042.9,2687,33224.32,1963,211013.52,7064,54690.01,10.1,30.01,279840.37,7894,35.45,51.7,3667,2415,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Florissant - Washington,314986.42,10980,154525.03,4348,0,0,22971.72,1444,137489.67,5188,28824.31,9.2,28.69,149847.15,4642,32.28,47.6,3321,931,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Forest Park,393760.18,14281,172743.96,4173,14123.45,659,60844.37,3903,146048.4,5546,31558.84,8,27.57,184857.02,5400,34.23,46.9,2948,956,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Gas Mart - Imperial,108623.03,6765,0,0,0,0,60887.09,5124,47735.94,1641,3902.23,3.6,16.06,26482.17,853,31.05,24.4,0,0,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Godfrey,393333.84,13449,179206.87,5242,50777.43,2105,24041.62,1305,139307.92,4797,42321.74,10.8,29.25,184778.23,5387,34.3,47,3177,1935,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Granite City,587259.91,22321,292682.65,8424,57308.17,2753,29754.6,2874,207514.49,8270,70122.7,11.9,26.31,295040.16,9264,31.85,50.2,6704,1406,4742.33,120,0,0,4742.33,120,Q4,2023 Q4
2023,4,Hazelwood,479801.67,17882,230315.92,7325,0,0,46793.39,2514,202692.36,8043,45789.02,9.5,26.83,261788.28,8801,29.75,54.6,5091,2008,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Herculaneum,90286.83,2713,50201.66,1304,305.93,18,3461.66,197,36317.58,1194,6301.87,7,33.28,59062.25,1611,36.66,65.4,867,405,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Highland,205858.26,6388,75463.8,1798,17852.5,710,13582.03,701,98959.93,3179,31756.62,15.4,32.23,132123.85,3608,36.62,64.2,1027,691,0,0,0,0,0,0,Q4,2023 Q4
2023,4,High Ridge,384976.78,11828,180767.33,4635,0,0,11832.16,750,192377.29,6443,40920.8,10.6,32.55,217302.54,5915,36.74,56.4,3171,1270,2163.87,52,44.99,1,2118.88,51,Q4,2023 Q4
2023,4,Highway K,346034.76,10066,187633.85,4711,17259.78,663,15640.44,767,125500.69,3925,75465.64,21.8,34.38,191702.9,4958,38.67,55.4,3097,1382,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Hillsboro,212700.04,6571,92271.21,2303,0,0,10011.57,654,110417.26,3614,19638.19,9.2,32.37,123795.82,3407,36.34,58.2,1857,344,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Jackson,78953.27,3070,18465.36,569,0,0,120.32,12,60367.59,2489,5869.82,7.4,25.72,38478.49,1255,30.66,48.7,308,246,6011.26,208,6011.26,208,0,0,Q4,2023 Q4
2023,4,Jefferson City,234275.07,8167,114602.41,3503,0,0,14982.13,849,104690.53,3815,19778.96,8.4,28.69,119670.53,3695,32.39,51.1,2817,544,1992.35,56,0,0,1992.35,56,Q4,2023 Q4
2023,4,Jerseyville,193718.25,7446,51610.61,1486,62730.43,2894,10745.23,731,68631.98,2335,26696.21,13.8,26.02,69636.16,2077,33.53,35.9,841,587,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Jungermann,285924.75,9041,131665.85,3362,22537.88,896,20334.46,1042,111386.56,3741,31867.75,11.1,31.63,156805.54,4325,36.26,54.8,2432,787,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Kansas City - Rainbow,267678.53,9263,80674.98,2205,21592.79,916,30590.23,1511,134820.53,4631,20082.93,7.5,28.9,157214.02,4933,31.87,58.7,1631,415,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Kirkwood,398409.37,13098,211477.79,6024,48219.06,2368,11755.66,686,126956.86,4020,30250.95,7.6,30.42,209679.02,5966,35.15,52.6,3542,2056,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Lake St Louis,303497.51,9576,109329.75,2734,14514.63,684,16266.45,840,163386.68,5318,66192.21,21.8,31.69,165727.51,4689,35.34,54.6,1711,876,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Lemay,328836,12496,161994.62,5181,0,0,22287.73,1352,144553.65,5963,33974.26,10.3,26.32,182732.77,6103,29.94,55.6,3851,1241,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Manchester,235873.24,7655,133016.66,3756,10681.15,513,13870,780,78305.43,2606,28287.21,12,30.81,146869.07,4200,34.97,62.3,2694,875,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Maplewood,311143.77,10734,175394.17,5137,15243.24,758,16490.63,1199,104015.73,3640,38732.61,12.4,28.99,189144.09,5606,33.74,60.8,4137,714,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Maryland Heights,254903.05,8268,122690.27,3130,16281.93,776,21041.73,1115,94889.12,3247,25874.96,10.2,30.83,142841.92,3925,36.39,56,1890,1073,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Mehlville,367949.87,12371,211698.18,6047,16047.89,810,15284.7,994,124919.1,4520,52110.75,14.2,29.74,209173.78,6113,34.22,56.8,4138,1706,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Mid Rivers,322699.77,10383,150228.58,4005,10366.68,431,18901.6,1048,143202.91,4899,68436,21.2,31.08,190517.91,5454,34.93,59,3450,359,0,0,0,0,0,0,Q4,2023 Q4
2023,4,N Main,356160.86,10835,170883.6,4353,9528.33,464,18956.27,931,156792.66,5087,74752.59,21,32.87,188341.15,5143,36.62,52.9,3358,781,0,0,0,0,0,0,Q4,2023 Q4
2023,4,North Oaks,300042.55,12003,103614.57,3037,0,0,32695.92,2061,163732.06,6905,46801.89,15.6,25,119868.67,4201,28.53,40,2167,824,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Oakville,437625.68,14075,191100.07,4943,10852.81,473,13732.75,932,221940.05,7727,49528.46,11.3,31.09,225101.28,6406,35.14,51.4,4410,364,0,0,0,0,0,0,Q4,2023 Q4
2023,4,O'Fallon IL,256719.97,7988,120800.05,3128,9.4,1,15828.44,868,120082.08,3991,40203.26,15.7,32.14,172325,4874,35.36,67.1,2188,773,33.24,1,0,0,33.24,1,Q4,2023 Q4
2023,4,Overland - Page Ave,251304.68,8728,119071.07,3180,0,0,24316.2,1329,107917.41,4219,31603.96,12.6,28.79,131492.81,4027,32.65,52.3,1910,1119,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Overland Park,283272.86,8997,66968.55,1686,47435.8,1714,19138.74,1084,149729.77,4513,20719.2,7.3,31.49,153399.74,4203,36.5,54.2,1151,337,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Pacific,210102.95,6983,92581.11,2405,24100.02,1091,12051.11,668,81370.71,2819,18377.61,8.7,30.09,110839.52,3285,33.74,52.8,1736,528,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Perryville,100457.51,4731,12618.67,368,11910.89,660,22684.22,1817,53243.73,1886,12923.62,12.9,21.23,31862.06,980,32.51,31.7,232,119,3157.99,134,3157.99,134,0,0,Q4,2023 Q4
2023,4,Poplar Bluff,94829.28,4471,2023.37,64,7064.81,311,27543.6,1785,58197.5,2311,10080.43,10.6,21.21,25776.28,893,28.86,27.2,27,37,4818.54,204,4818.54,204,0,0,Q4,2023 Q4
2023,4,Riverview,340655.75,13165,133482.39,4112,0,0,59845.01,3141,147328.35,5912,42036.57,12.3,25.88,120939.25,4164,29.04,35.5,1650,2371,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Rolla,369658.59,12538,100421.99,3031,131306.34,4664,15834.49,849,122095.77,3994,36024.91,9.7,29.48,117883.89,3602,32.73,31.9,2655,229,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Scott City,61003.28,3225,0,0,2698.88,158,27752.8,1940,30551.6,1127,6334.29,10.4,18.92,15204.64,453,33.56,24.9,0,0,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Sikeston,56511.94,2858,3530.53,114,2497.8,266,13033.14,955,37450.47,1523,8785.55,15.5,19.77,19361.72,681,28.43,34.3,71,38,3001.4,129,3001.4,128,0,1,Q4,2023 Q4
2023,4,Spanish Lake,371966.75,15008,96607.34,2946,69.25,3,63159.56,3541,212130.6,8518,40802.61,11,24.78,119990.63,4069,29.49,32.3,1978,912,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Spring & Delor,460687.13,17174,305073.15,10042,0,0,15089.2,957,140524.78,6175,44129.11,9.6,26.82,199530.22,6710,29.74,43.3,8426,1474,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Springfield - Pickwick,229333.29,8328,80249.19,2246,39892.47,1691,22959.57,1340,86232.06,3051,17674.17,7.7,27.54,104085.89,3202,32.51,45.4,1433,674,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Springfield - Republic,217204.22,7354,48735,1295,35031.71,1395,19077.85,946,114359.66,3718,22571.01,10.4,29.54,92567.03,2672,34.64,42.6,726,507,0,0,0,0,0,0,Q4,2023 Q4
2023,4,St Ann,317797.44,11510,174020.45,5481,2052.49,109,27390.78,1522,114333.72,4398,38539.21,12.1,27.61,179439.76,5789,31,56.5,3835,1535,0,0,0,0,0,0,Q4,2023 Q4
2023,4,St Peters Parkway,278430.44,7585,174932.51,4210,0,0,9982.17,529,93515.76,2846,26081.38,9.4,36.71,190397.62,4752,40.07,68.4,2843,1157,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Sullivan,241527.98,8646,41030.96,1049,63106.16,2368,23860.69,1243,113530.17,3986,50352.47,20.8,27.94,62438.76,1818,34.34,25.9,709,272,0,1,0,0,0,1,Q4,2023 Q4
2023,4,Tesson Ferry,395813.04,12486,162387.76,4098,113.37,6,15958.84,1048,217353.07,7334,31122.59,7.9,31.7,189276.2,5214,36.3,47.8,2714,1152,20511.01,621,18336.8,554,2174.21,67,Q4,2023 Q4
2023,4,Tower Grove,321946.35,12044,179088.48,5640,0,0,21779.64,1314,121078.23,5090,30221.34,9.4,26.73,178130.14,5910,30.14,55.3,4236,1249,9665.12,307,33.64,1,9631.48,306,Q4,2023 Q4
2023,4,Troy IL,214717.58,6911,74939.62,1855,19010.03,796,12291.78,703,108476.15,3557,27015.98,12.6,31.07,129524.48,3588,36.1,60.3,1088,676,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Troy MO,541791.25,16035,238774.47,5180,63337.18,2179,21628.59,2420,218051.01,6256,68168.67,12.6,33.79,287408.54,6699,42.9,53,3547,1341,48.94,1,0,0,48.94,1,Q4,2023 Q4
2023,4,Twin Oaks,383326.51,12179,154938.02,4171,47443,1798,19541.32,1115,161404.17,5095,42843.24,11.2,31.47,196281.82,5502,35.67,51.2,3806,261,0,0,0,0,0,0,Q4,2023 Q4
2023,4,UCity East,278139.31,10117,148516.63,4529,0,0,21766.91,1208,107855.77,4380,33323.57,12,27.49,127958.3,4146,30.86,46,3040,1403,0,0,0,0,0,0,Q4,2023 Q4
2023,4,UCity West,269923.58,9966,147034.08,4634,0,0,25558.7,1397,97330.8,3935,31739.6,11.8,27.08,122348.74,3947,31,45.3,4042,473,15.24,1,0,0,15.24,1,Q4,2023 Q4
2023,4,Union,290030,9434,108514.08,2921,53876.61,2083,12045.42,632,115593.89,3798,25982.88,9,30.74,144571.13,4145,34.88,49.8,2154,621,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Vaile,550118.19,20109,221286.71,6820,100.5,5,19814.03,1091,308916.95,12193,42719.47,7.8,27.36,307580.48,10376,29.64,55.9,5097,1583,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Warrenton,443441.81,13668,158584.78,3821,46005.49,1901,24558.36,1157,214293.18,6789,101821.73,23,32.44,210022.42,5597,37.52,47.4,2496,1155,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Washington,391445.93,12515,119366.78,3051,102906.08,3851,18099.33,943,151073.74,4670,32326.47,8.3,31.28,161655.09,4373,36.97,41.3,2363,460,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Waterloo,386077.66,13325,137513.83,3749,59745.57,2516,13650.17,917,175168.09,6143,34609.08,9,28.97,191570.95,5563,34.44,49.6,3131,438,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Webster Groves,442986.51,14234,268743.6,7420,30158.19,1322,22128.67,1518,121956.05,3974,44882.22,10.1,31.12,260180.74,7227,36,58.7,6020,1013,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Wentzville,465831,13545,219688.38,5474,14828.97,612,22908.54,1048,208405.11,6411,110126.08,23.6,34.39,264988.9,6811,38.91,56.9,2934,2222,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Wildwood,243967.54,7281,120269.83,3114,7066.37,344,10704.94,610,105926.4,3213,27039.27,11.1,33.51,139950.15,3711,37.71,57.4,1821,1084,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Winghaven,463686.83,13607,210152.74,5095,0,0,22733.08,1202,230801.01,7310,97790.17,21.1,34.08,262255.81,6989,37.52,56.6,3865,951,0,0,0,0,0,0,Q4,2023 Q4
2023,4,Wood River,287670.25,9180,111390.94,2694,37379.84,1756,11310.11,599,127589.36,4131,36608.16,12.7,31.34,171375.19,4614,37.14,59.6,1485,1081,29.69,1,0,0,29.69,1,Q4,2023 Q4
2024,1,1000 Hampton,588366.85,21449,151254.88,4354,99642.16,3783,69295.76,3566,268174.05,9746,56229.27,9.6,27.43,210931.89,6736,31.31,35.9,2583,1525,16450.58,527,2822.75,90,13627.83,437,Q1,2024 Q1
2024,1,1st Capitol,330185.87,10234,183658.75,4781,15241.07,661,22045.93,1045,109240.12,3747,34292.01,10.4,32.26,194000.91,5388,36.01,58.8,3596,1021,5046.21,170,4472.32,153,573.89,17,Q1,2024 Q1
2024,1,5806 Hampton,279652.77,9797,172853.04,5675,0,0,10322.47,626,96477.26,3496,28619.69,10.2,28.54,172858.66,5589,30.93,61.8,3941,1578,2847.52,81,942.42,27,1905.1,54,Q1,2024 Q1
2024,1,Affton,342574.92,12246,155315.28,4668,11631.31,539,19462.16,1190,156166.17,5849,42412.34,12.4,27.97,189246.98,6086,31.1,55.2,4117,387,6170.67,212,3729.05,122,2441.62,90,Q1,2024 Q1
2024,1,Arnold - El Lago,348614.1,10806,197330.13,4954,5656.97,274,16518.21,1305,129108.79,4273,44324.02,12.7,32.26,215120.76,5681,37.87,61.7,3642,1116,550.67,13,550.67,13,0,0,Q1,2024 Q1
2024,1,Arnold - Jeffco,271367.25,10142,110843.81,3180,21681.98,1086,14313.24,1041,124528.22,4835,44459.64,16.4,26.76,128642.54,3940,32.65,47.4,2211,832,13350.76,375,13070.54,365,280.22,10,Q1,2024 Q1
2024,1,Belleville East,309085.97,10126,160113.25,4383,0,0,15931.11,877,133041.61,4866,34071.04,11,30.52,177837.89,5251,33.87,57.5,3496,709,6621.61,204,4595.16,151,2026.45,53,Q1,2024 Q1
2024,1,Belleville West,295453.31,10372,147131.12,4149,1511.73,64,26269.25,1462,120541.21,4697,30996.77,10.5,28.49,141478.12,4268,33.15,47.9,3025,994,8805.33,273,5306.08,170,3499.25,103,Q1,2024 Q1
2024,1,Bel-Ridge,259226.84,9499,114067.56,3210,0,0,34570.06,1934,110589.22,4355,32407.57,12.5,27.29,100985.25,3217,31.39,39,1653,1451,6844.11,212,4802.01,162,2042.1,50,Q1,2024 Q1
2024,1,Bridgeton,506018.8,16856,301039.85,8136,6924.63,410,37050.38,2007,161003.94,6303,50909.44,10.1,30.02,245469.58,7007,35.03,48.5,6379,1140,11468.7,347,5994.81,192,5473.89,155,Q1,2024 Q1
2024,1,Cahokia,217219.47,7785,77373.13,2149,2060.34,117,26421.6,1511,111364.4,4008,34077.61,15.7,27.9,86274.1,2623,32.89,39.7,1628,444,6795.75,218,4491.37,149,2304.38,69,Q1,2024 Q1
2024,1,Cape Girardeau,234257.21,9481,69036.79,2017,29826.47,1525,21527.03,1445,113866.92,4494,35717.45,15.2,24.71,97591.76,3406,28.65,41.7,816,1107,16465.7,563,15618.21,537,847.49,26,Q1,2024 Q1
2024,1,Chambers,372893.71,12924,117352.7,3156,0,0,11241.5,686,244299.51,9082,29310.95,7.9,28.85,195034.84,6493,30.04,52.3,2322,780,12142.51,334,4642.9,147,7499.61,187,Q1,2024 Q1
2024,1,Cherokee,319233.75,11404,170070.05,5177,0,0,24741.75,1390,124421.95,4837,28508.9,8.9,27.99,169416.8,5521,30.69,53.1,4511,548,9735.09,317,7531.3,242,2203.79,75,Q1,2024 Q1
2024,1,Chesterfield - Clarkson,264004.82,8954,133892.56,3842,14049.42,688,14525.14,821,101537.7,3603,31709.08,12,29.48,137699.21,3956,34.81,52.2,2315,1235,574.91,15,0,0,574.91,15,Q1,2024 Q1
2024,1,Chesterfield - Wildhorse Creek,62782.88,1745,23702.11,440,0,0,6324.81,338,32755.96,967,4080.02,6.5,35.98,30555.2,731,41.8,48.7,245,146,736.87,19,297.91,9,438.96,10,Q1,2024 Q1
2024,1,City Plaza,263671.91,9227,121006.55,3182,0,0,62527.9,3095,80137.46,2950,27971.47,10.6,28.58,77053.26,2189,35.2,29.2,1987,1139,7029.92,232,5065.48,176,1964.44,56,Q1,2024 Q1
2024,1,Clayton,260578.62,7362,152800.51,3423,0,0,13864.2,772,93913.91,3167,17661.12,6.8,35.4,164957.76,4208,39.2,63.3,2616,482,8727.04,240,3100.01,89,5627.03,151,Q1,2024 Q1
2024,1,Collinsville,418569.18,15012,186236.8,5049,41120.91,2009,44193.93,2576,147017.54,5378,42718.94,10.2,27.88,206342.96,6157,33.51,49.3,4321,587,0,0,0,0,0,0,Q1,2024 Q1
2024,1,Columbia IL,384024.45,12885,148852.54,3843,43191.13,2074,10565.87,578,181414.91,6390,53170.15,13.8,29.8,187761.13,5445,34.48,48.9,3157,491,1123.13,31,801.16,22,321.97,9,Q1,2024 Q1
2024,1,Columbia MO,257400.55,8852,105139.59,2942,16612.61,701,20085.08,1284,115563.27,3925,24450.32,9.5,29.08,140451.98,4228,33.22,54.6,1738,1059,18531.47,553,15403.54,460,3127.93,93,Q1,2024 Q1
2024,1,Crestwood,271458.96,9336,108482.98,3000,19738.68,1091,13686.25,800,129551.05,4445,36824.1,13.6,29.08,145262.38,4198,34.6,53.5,2312,473,1821.18,53,1406.88,41,414.3,12,Q1,2024 Q1
2024,1,Creve Coeur East,279196.44,8566,162179.55,3695,9511.38,567,21975.34,1163,85530.17,3141,32245.51,11.5,32.59,155946.19,3985,39.13,55.9,2427,932,3504.14,95,3017.48,87,486.66,8,Q1,2024 Q1
2024,1,Creve Coeur West,256437.09,8271,126460.52,3073,16458.4,844,19326.59,1059,94191.58,3295,26508.26,10.3,31,147078.69,4005,36.72,57.4,2144,679,2449.52,76,1848.6,59,600.92,17,Q1,2024 Q1
2024,1,Desloge,200549.29,7173,65770.75,1882,6220.65,253,17507.74,1177,111050.15,3861,51106.66,25.5,27.96,85005.56,2555,33.27,42.4,1144,678,1522.49,48,1463.82,45,58.67,3,Q1,2024 Q1
2024,1,De Soto,203133.7,6413,46607.49,1167,31340.88,1080,15682.29,752,109503.04,3414,15606.02,7.7,31.68,94069.68,2576,36.52,46.3,952,172,1372.25,43,1372.25,43,0,0,Q1,2024 Q1
2024,1,Des Peres,247928.97,7147,147752.35,3709,0,0,8467.9,483,91708.72,2955,24918.87,10.1,34.69,160053.99,4211,38.01,64.6,2544,844,2632.59,66,2092.89,52,539.7,14,Q1,2024 Q1
2024,1,Downtown - 4th St,365925.72,11918,199004.86,4942,13992.07,663,37867.56,2015,115061.23,4298,29804.11,8.1,30.7,160369.68,4390,36.53,43.8,2461,2171,21038.16,657,4534.57,135,16503.59,522,Q1,2024 Q1
2024,1,Downtown - Delmar,587405.78,22573,175503.32,4871,67677.84,2899,81080.34,4704,263144.28,10099,66722.42,11.4,26.02,219984.73,7370,29.85,37.5,2223,2396,23550.91,682,5971.35,171,17579.56,511,Q1,2024 Q1
2024,1,Elm Street,271849.18,8701,100257.53,2452,12302.54,584,20951.26,1085,138337.85,4580,29061.42,10.7,31.24,147474,4227,34.89,54.2,1716,635,2186.07,67,941.94,34,1244.13,33,Q1,2024 Q1
2024,1,Eureka,197106.25,6008,97653.41,2520,11722.24,535,9886.29,537,77844.31,2416,19615.06,10,32.81,116730.62,3220,36.25,59.2,1782,610,1462.01,31,951.64,16,510.37,15,Q1,2024 Q1
2024,1,Fairview Heights,311609.17,11403,108972.94,2957,17484.37,771,38257.59,2041,146894.27,5634,38810.66,12.5,27.33,140871.51,4341,32.45,45.2,2084,765,0,0,0,0,0,0,Q1,2024 Q1
2024,1,Farmington,255489.64,9051,99585.86,2905,4545.29,193,20106.9,1119,131251.59,4834,53688.21,21,28.23,123932.27,3865,32.07,48.5,2557,202,2533.27,77,2178.4,67,354.87,10,Q1,2024 Q1
2024,1,Fenton - Fiedler,300270.33,9291,167790.91,4390,0,0,9611.11,612,122868.31,4289,22982.5,7.7,32.32,176234.7,4872,36.17,58.7,3513,676,0,0,0,0,0,0,Q1,2024 Q1
2024,1,Ferguson,399523.85,13866,208498.71,6264,0,0,35220.49,1712,155804.65,5890,49977.27,12.5,28.81,155255.86,5010,30.99,38.9,4024,2156,13936.82,459,10355.71,346,3581.11,113,Q1,2024 Q1
2024,1,Festus,600276.41,19432,278823.28,7150,61100.37,2815,31476.08,1829,228876.68,7638,59851.95,10,30.89,324505.92,8995,36.08,54.1,4924,1957,6824.51,216,6443.06,204,381.45,12,Q1,2024 Q1
2024,1,Florissant - Washington,343299.84,11844,160004.37,4373,0,0,28231.53,1676,155063.94,5795,31946.68,9.3,28.99,168019.33,5167,32.52,48.9,3043,1234,2657.66,80,1930.43,63,727.23,17,Q1,2024 Q1
2024,1,Forest Park,385658.2,13588,172902.09,4235,13194.18,595,53549.46,3293,146012.47,5465,31519.47,8.2,28.38,174296.6,5156,33.8,45.2,3183,805,5131.15,144,2592.53,73,2538.62,71,Q1,2024 Q1
2024,1,Gas Mart - Imperial,107245.2,6471,0,0,0,0,56884.86,4799,50360.34,1672,4015.7,3.7,16.57,26923.81,837,32.17,25.1,0,0,3992.85,104,3992.85,104,0,0,Q1,2024 Q1
